Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_33_68,VPWR,li1,38.1800,100.6400,1.799673
FILLER_33_55,VPWR,li1,31.0500,100.6400,1.799742
FILLER_33_29,VPWR,li1,19.0900,100.6400,1.799844
FILLER_33_25,VPWR,li1,17.9400,100.6400,1.799844
FILLER_33_15,VPWR,li1,12.6500,100.6400,1.799838
FILLER_33_3,VPWR,li1,9.6600,100.6400,1.799838
FILLER_32_300,VPWR,li1,143.9800,100.6400,1.799277
FILLER_32_265,VPWR,li1,129.2600,100.6400,1.799285
FILLER_32_253,VPWR,li1,124.6600,100.6400,1.799290
FILLER_32_251,VPWR,li1,121.2100,100.6400,1.799296
FILLER_32_239,VPWR,li1,118.2200,100.6400,1.799299
FILLER_32_227,VPWR,li1,112.7000,100.6400,1.799313
FILLER_32_217,VPWR,li1,105.8000,100.6400,1.799330
FILLER_32_205,VPWR,li1,102.5800,100.6400,1.799335
FILLER_32_194,VPWR,li1,95.2200,100.6400,1.799358
FILLER_32_165,VPWR,li1,84.1800,100.6400,1.799402
FILLER_32_153,VPWR,li1,78.6600,100.6400,1.799417
FILLER_32_141,VPWR,li1,73.1400,100.6400,1.799440
FILLER_32_134,VPWR,li1,68.5400,100.6400,1.799460
FILLER_32_122,VPWR,li1,64.4000,100.6400,1.799482
FILLER_32_101,VPWR,li1,52.2100,100.6400,1.799565
FILLER_32_91,VPWR,li1,47.6100,100.6400,1.799608
FILLER_32_85,VPWR,li1,46.0000,100.6400,1.799608
FILLER_32_74,VPWR,li1,39.7900,100.6400,1.799673
FILLER_32_25,VPWR,li1,17.7100,100.6400,1.799844
FILLER_32_3,VPWR,li1,8.2800,100.6400,1.799838
FILLER_31_279,VPWR,li1,134.0900,95.2000,1.799005
FILLER_31_273,VPWR,li1,132.4800,95.2000,1.799005
FILLER_31_261,VPWR,li1,128.3400,95.2000,1.799012
FILLER_31_237,VPWR,li1,115.4600,95.2000,1.799036
FILLER_31_225,VPWR,li1,111.7800,95.2000,1.799046
FILLER_31_223,VPWR,li1,108.3300,95.2000,1.799054
FILLER_31_219,VPWR,li1,107.1800,95.2000,1.799059
FILLER_31_196,VPWR,li1,96.3700,95.2000,1.799095
FILLER_31_169,VPWR,li1,83.7200,95.2000,1.799163
FILLER_31_167,VPWR,li1,82.5700,95.2000,1.799177
FILLER_31_155,VPWR,li1,79.5800,95.2000,1.799193
FILLER_31_146,VPWR,li1,72.9100,95.2000,1.799240
FILLER_31_134,VPWR,li1,68.0800,95.2000,1.799276
FILLER_31_122,VPWR,li1,64.4000,95.2000,1.799307
FILLER_31_57,VPWR,li1,32.2000,95.2000,1.799676
FILLER_31_30,VPWR,li1,19.7800,95.2000,1.799820
FILLER_31_3,VPWR,li1,7.3600,95.2000,1.799811
FILLER_30_299,VPWR,li1,143.7500,95.2000,1.798998
FILLER_30_291,VPWR,li1,141.2200,95.2000,1.798998
FILLER_30_265,VPWR,li1,128.8000,95.2000,1.799012
FILLER_30_253,VPWR,li1,124.6600,95.2000,1.799018
FILLER_30_229,VPWR,li1,111.5500,95.2000,1.799046
FILLER_30_205,VPWR,li1,100.7400,95.2000,1.799075
FILLER_30_190,VPWR,li1,94.3000,95.2000,1.799105
FILLER_30_163,VPWR,li1,80.9600,95.2000,1.799177
FILLER_30_154,VPWR,li1,76.5900,95.2000,1.799220
FILLER_30_150,VPWR,li1,75.4400,95.2000,1.799220
FILLER_30_134,VPWR,li1,68.5400,95.2000,1.799276
FILLER_30_122,VPWR,li1,64.4000,95.2000,1.799307
FILLER_30_110,VPWR,li1,58.8800,95.2000,1.799368
FILLER_30_85,VPWR,li1,45.5400,95.2000,1.799503
FILLER_30_57,VPWR,li1,32.2000,95.2000,1.799676
FILLER_30_45,VPWR,li1,28.9800,95.2000,1.799713
FILLER_30_35,VPWR,li1,21.8500,95.2000,1.799823
FILLER_30_29,VPWR,li1,20.2400,95.2000,1.799820
FILLER_30_22,VPWR,li1,17.0200,95.2000,1.799817
FILLER_30_10,VPWR,li1,12.8800,95.2000,1.799811
FILLER_29_293,VPWR,li1,141.6800,89.7600,1.798963
FILLER_29_281,VPWR,li1,137.5400,89.7600,1.798963
FILLER_29_279,VPWR,li1,134.0900,89.7600,1.798964
FILLER_29_273,VPWR,li1,132.4800,89.7600,1.798966
FILLER_29_261,VPWR,li1,128.3400,89.7600,1.798971
FILLER_29_249,VPWR,li1,122.8200,89.7600,1.798983
FILLER_29_237,VPWR,li1,117.3000,89.7600,1.798996
FILLER_29_225,VPWR,li1,111.7800,89.7600,1.799011
FILLER_29_177,VPWR,li1,87.4000,89.7600,1.799125
FILLER_29_169,VPWR,li1,85.1000,89.7600,1.799149
FILLER_29_165,VPWR,li1,82.1100,89.7600,1.799164
FILLER_29_125,VPWR,li1,64.4000,89.7600,1.799327
FILLER_29_113,VPWR,li1,60.2600,89.7600,1.799374
FILLER_29_110,VPWR,li1,56.5800,89.7600,1.799415
FILLER_29_102,VPWR,li1,54.2800,89.7600,1.799457
FILLER_29_90,VPWR,li1,49.6800,89.7600,1.799493
FILLER_29_78,VPWR,li1,42.3200,89.7600,1.799577
FILLER_29_57,VPWR,li1,34.5000,89.7600,1.799677
FILLER_29_55,VPWR,li1,31.0500,89.7600,1.799734
FILLER_29_49,VPWR,li1,29.4400,89.7600,1.799734
FILLER_29_29,VPWR,li1,19.5500,89.7600,1.799830
FILLER_29_11,VPWR,li1,10.8100,89.7600,1.799819
FILLER_29_3,VPWR,li1,8.7400,89.7600,1.799819
FILLER_28_300,VPWR,li1,143.9800,89.7600,1.798963
FILLER_28_293,VPWR,li1,140.5300,89.7600,1.798963
FILLER_28_281,VPWR,li1,137.5400,89.7600,1.798963
FILLER_28_272,VPWR,li1,131.1000,89.7600,1.798966
FILLER_28_264,VPWR,li1,127.1900,89.7600,1.798971
FILLER_28_253,VPWR,li1,122.8200,89.7600,1.798983
FILLER_28_206,VPWR,li1,101.6600,89.7600,1.799048
FILLER_28_195,VPWR,li1,95.4500,89.7600,1.799077
FILLER_28_191,VPWR,li1,94.3000,89.7600,1.799091
FILLER_28_145,VPWR,li1,72.4500,89.7600,1.799245
FILLER_28_141,VPWR,li1,71.3000,89.7600,1.799268
FILLER_28_123,VPWR,li1,62.3300,89.7600,1.799351
FILLER_28_109,VPWR,li1,57.5000,89.7600,1.799415
FILLER_28_97,VPWR,li1,52.9000,89.7600,1.799457
FILLER_28_85,VPWR,li1,47.3800,89.7600,1.799519
FILLER_28_83,VPWR,li1,43.9300,89.7600,1.799577
FILLER_28_77,VPWR,li1,42.3200,89.7600,1.799577
FILLER_28_66,VPWR,li1,36.5700,89.7600,1.799646
FILLER_28_58,VPWR,li1,34.0400,89.7600,1.799677
FILLER_28_25,VPWR,li1,17.7100,89.7600,1.799825
FILLER_28_3,VPWR,li1,7.3600,89.7600,1.799819
FILLER_27_279,VPWR,li1,134.0900,84.3200,1.799001
FILLER_27_262,VPWR,li1,128.8000,84.3200,1.799005
FILLER_27_250,VPWR,li1,123.2800,84.3200,1.799015
FILLER_27_229,VPWR,li1,111.0900,84.3200,1.799045
FILLER_27_225,VPWR,li1,109.9400,84.3200,1.799045
FILLER_27_222,VPWR,li1,108.1000,84.3200,1.799051
FILLER_27_210,VPWR,li1,104.8800,84.3200,1.799064
FILLER_27_198,VPWR,li1,99.3600,84.3200,1.799084
FILLER_27_181,VPWR,li1,90.6200,84.3200,1.799130
FILLER_27_169,VPWR,li1,86.0200,84.3200,1.799154
FILLER_27_165,VPWR,li1,82.1100,84.3200,1.799174
FILLER_27_129,VPWR,li1,65.7800,84.3200,1.799296
FILLER_27_87,VPWR,li1,47.3800,84.3200,1.799474
FILLER_27_69,VPWR,li1,37.4900,84.3200,1.799598
FILLER_27_57,VPWR,li1,34.5000,84.3200,1.799639
FILLER_27_55,VPWR,li1,31.0500,84.3200,1.799700
FILLER_27_29,VPWR,li1,19.0900,84.3200,1.799813
FILLER_27_3,VPWR,li1,7.3600,84.3200,1.799803
FILLER_26_301,VPWR,li1,144.2100,84.3200,1.798995
FILLER_26_279,VPWR,li1,134.3200,84.3200,1.799001
FILLER_26_250,VPWR,li1,120.9800,84.3200,1.799019
FILLER_26_242,VPWR,li1,118.6800,84.3200,1.799022
FILLER_26_232,VPWR,li1,112.9300,84.3200,1.799036
FILLER_26_224,VPWR,li1,110.4000,84.3200,1.799045
FILLER_26_203,VPWR,li1,99.1300,84.3200,1.799084
FILLER_26_197,VPWR,li1,97.5200,84.3200,1.799097
FILLER_26_186,VPWR,li1,91.3100,84.3200,1.799130
FILLER_26_180,VPWR,li1,89.7000,84.3200,1.799130
FILLER_26_168,VPWR,li1,85.5600,84.3200,1.799154
FILLER_26_156,VPWR,li1,80.0400,84.3200,1.799186
FILLER_26_141,VPWR,li1,71.7600,84.3200,1.799252
FILLER_26_134,VPWR,li1,68.5400,84.3200,1.799267
FILLER_26_85,VPWR,li1,45.3100,84.3200,1.799500
FILLER_26_83,VPWR,li1,43.9300,84.3200,1.799530
FILLER_26_79,VPWR,li1,42.7800,84.3200,1.799530
FILLER_26_53,VPWR,li1,30.1300,84.3200,1.799700
FILLER_26_45,VPWR,li1,28.0600,84.3200,1.799729
FILLER_26_20,VPWR,li1,16.5600,84.3200,1.799810
FILLER_26_3,VPWR,li1,8.7400,84.3200,1.799803
FILLER_25_281,VPWR,li1,135.0100,78.8800,1.798423
FILLER_25_278,VPWR,li1,133.8600,78.8800,1.798423
FILLER_25_270,VPWR,li1,131.5600,78.8800,1.798427
FILLER_25_255,VPWR,li1,123.2800,78.8800,1.798446
FILLER_25_247,VPWR,li1,120.9800,78.8800,1.798451
FILLER_25_233,VPWR,li1,113.1600,78.8800,1.798472
FILLER_25_225,VPWR,li1,110.8600,78.8800,1.798478
FILLER_25_221,VPWR,li1,107.8700,78.8800,1.798491
FILLER_25_193,VPWR,li1,96.1400,78.8800,1.798530
FILLER_25_181,VPWR,li1,91.5400,78.8800,1.798549
FILLER_25_169,VPWR,li1,86.0200,78.8800,1.798574
FILLER_25_137,VPWR,li1,69.4600,78.8800,1.798750
FILLER_25_110,VPWR,li1,56.5800,78.8800,1.798983
FILLER_25_57,VPWR,li1,31.9700,78.8800,1.799491
FILLER_25_47,VPWR,li1,27.3700,78.8800,1.799589
FILLER_25_39,VPWR,li1,25.3000,78.8800,1.799661
FILLER_25_27,VPWR,li1,20.7000,78.8800,1.799751
FILLER_25_15,VPWR,li1,15.1800,78.8800,1.799749
FILLER_25_3,VPWR,li1,9.6600,78.8800,1.799749
FILLER_24_296,VPWR,li1,142.1400,78.8800,1.798411
FILLER_24_282,VPWR,li1,137.0800,78.8800,1.798418
FILLER_24_270,VPWR,li1,132.4800,78.8800,1.798427
FILLER_24_258,VPWR,li1,126.9600,78.8800,1.798437
FILLER_24_253,VPWR,li1,122.1300,78.8800,1.798451
FILLER_24_226,VPWR,li1,110.1700,78.8800,1.798485
FILLER_24_214,VPWR,li1,106.7200,78.8800,1.798491
FILLER_24_187,VPWR,li1,91.7700,78.8800,1.798549
FILLER_24_179,VPWR,li1,89.7000,78.8800,1.798557
FILLER_24_141,VPWR,li1,70.8400,78.8800,1.798750
FILLER_24_137,VPWR,li1,69.2300,78.8800,1.798750
FILLER_24_129,VPWR,li1,66.7000,78.8800,1.798792
FILLER_24_119,VPWR,li1,60.7200,78.8800,1.798894
FILLER_24_109,VPWR,li1,55.8900,78.8800,1.798983
FILLER_24_94,VPWR,li1,50.1400,78.8800,1.799093
FILLER_24_85,VPWR,li1,44.8500,78.8800,1.799218
FILLER_24_83,VPWR,li1,43.9300,78.8800,1.799218
FILLER_24_45,VPWR,li1,27.6000,78.8800,1.799589
FILLER_24_29,VPWR,li1,20.7000,78.8800,1.799751
FILLER_24_27,VPWR,li1,18.1700,78.8800,1.799750
FILLER_24_15,VPWR,li1,13.3400,78.8800,1.799749
FILLER_24_3,VPWR,li1,9.6600,78.8800,1.799749
FILLER_23_301,VPWR,li1,144.2100,73.4400,1.798595
FILLER_23_293,VPWR,li1,142.1400,73.4400,1.798595
FILLER_23_281,VPWR,li1,137.5400,73.4400,1.798595
FILLER_23_272,VPWR,li1,132.4800,73.4400,1.798597
FILLER_23_260,VPWR,li1,127.8800,73.4400,1.798602
FILLER_23_251,VPWR,li1,121.2100,73.4400,1.798612
FILLER_23_243,VPWR,li1,119.1400,73.4400,1.798616
FILLER_23_220,VPWR,li1,106.9500,73.4400,1.798655
FILLER_23_216,VPWR,li1,105.8000,73.4400,1.798666
FILLER_23_165,VPWR,li1,82.1100,73.4400,1.798831
FILLER_23_153,VPWR,li1,76.1300,73.4400,1.798907
FILLER_23_133,VPWR,li1,67.6200,73.4400,1.799025
FILLER_23_121,VPWR,li1,63.9400,73.4400,1.799095
FILLER_23_108,VPWR,li1,56.1200,73.4400,1.799203
FILLER_23_96,VPWR,li1,52.4400,73.4400,1.799261
FILLER_23_84,VPWR,li1,46.9200,73.4400,1.799348
FILLER_23_55,VPWR,li1,31.0500,73.4400,1.799629
FILLER_23_51,VPWR,li1,29.9000,73.4400,1.799629
FILLER_23_25,VPWR,li1,17.2500,73.4400,1.799779
FILLER_23_3,VPWR,li1,7.3600,73.4400,1.799773
FILLER_22_301,VPWR,li1,144.2100,73.4400,1.798595
FILLER_22_293,VPWR,li1,142.1400,73.4400,1.798595
FILLER_22_268,VPWR,li1,129.2600,73.4400,1.798600
FILLER_22_253,VPWR,li1,122.1300,73.4400,1.798612
FILLER_22_244,VPWR,li1,119.6000,73.4400,1.798616
FILLER_22_217,VPWR,li1,106.0300,73.4400,1.798666
FILLER_22_129,VPWR,li1,65.3200,73.4400,1.799060
FILLER_22_121,VPWR,li1,63.0200,73.4400,1.799095
FILLER_22_109,VPWR,li1,58.4200,73.4400,1.799166
FILLER_22_97,VPWR,li1,52.9000,73.4400,1.799261
FILLER_22_85,VPWR,li1,47.3800,73.4400,1.799348
FILLER_22_83,VPWR,li1,43.9300,73.4400,1.799414
FILLER_22_79,VPWR,li1,42.7800,73.4400,1.799414
FILLER_22_67,VPWR,li1,39.1000,73.4400,1.799473
FILLER_22_50,VPWR,li1,30.3600,73.4400,1.799629
FILLER_22_27,VPWR,li1,18.1700,73.4400,1.799782
FILLER_22_21,VPWR,li1,16.5600,73.4400,1.799779
FILLER_22_6,VPWR,li1,9.6600,73.4400,1.799773
FILLER_21_298,VPWR,li1,142.8300,68.0000,1.799210
FILLER_21_294,VPWR,li1,141.6800,68.0000,1.799210
FILLER_21_279,VPWR,li1,134.0900,68.0000,1.799211
FILLER_21_270,VPWR,li1,130.1800,68.0000,1.799211
FILLER_21_261,VPWR,li1,126.0400,68.0000,1.799212
FILLER_21_249,VPWR,li1,121.9000,68.0000,1.799213
FILLER_21_237,VPWR,li1,117.3000,68.0000,1.799214
FILLER_21_225,VPWR,li1,111.7800,68.0000,1.799218
FILLER_21_222,VPWR,li1,108.1000,68.0000,1.799220
FILLER_21_178,VPWR,li1,88.7800,68.0000,1.799261
FILLER_21_166,VPWR,li1,82.3400,68.0000,1.799291
FILLER_21_121,VPWR,li1,61.8700,68.0000,1.799417
FILLER_21_113,VPWR,li1,59.3400,68.0000,1.799439
FILLER_21_90,VPWR,li1,47.3800,68.0000,1.799556
FILLER_21_82,VPWR,li1,45.0800,68.0000,1.799583
FILLER_21_66,VPWR,li1,37.7200,68.0000,1.799645
FILLER_21_57,VPWR,li1,31.9700,68.0000,1.799713
FILLER_21_55,VPWR,li1,31.0500,68.0000,1.799737
FILLER_21_51,VPWR,li1,29.9000,68.0000,1.799737
FILLER_21_21,VPWR,li1,16.5600,68.0000,1.799837
FILLER_21_3,VPWR,li1,7.3600,68.0000,1.799829
FILLER_20_296,VPWR,li1,142.3700,68.0000,1.799210
FILLER_20_288,VPWR,li1,139.8400,68.0000,1.799210
FILLER_20_277,VPWR,li1,133.8600,68.0000,1.799211
FILLER_20_265,VPWR,li1,130.1800,68.0000,1.799211
FILLER_20_253,VPWR,li1,124.6600,68.0000,1.799212
FILLER_20_251,VPWR,li1,121.2100,68.0000,1.799213
FILLER_20_239,VPWR,li1,118.2200,68.0000,1.799214
FILLER_20_225,VPWR,li1,110.4000,68.0000,1.799218
FILLER_20_213,VPWR,li1,106.2600,68.0000,1.799221
FILLER_20_190,VPWR,li1,94.3000,68.0000,1.799242
FILLER_20_178,VPWR,li1,90.1600,68.0000,1.799261
FILLER_20_167,VPWR,li1,83.0300,68.0000,1.799282
FILLER_20_149,VPWR,li1,74.5200,68.0000,1.799324
FILLER_20_138,VPWR,li1,69.4600,68.0000,1.799360
FILLER_20_118,VPWR,li1,60.4900,68.0000,1.799439
FILLER_20_109,VPWR,li1,55.8900,68.0000,1.799478
FILLER_20_105,VPWR,li1,54.7400,68.0000,1.799478
FILLER_20_93,VPWR,li1,48.9900,68.0000,1.799531
FILLER_20_85,VPWR,li1,46.4600,68.0000,1.799556
FILLER_20_82,VPWR,li1,43.7000,68.0000,1.799583
FILLER_20_65,VPWR,li1,35.6500,68.0000,1.799686
FILLER_20_48,VPWR,li1,27.8300,68.0000,1.799783
FILLER_20_42,VPWR,li1,26.2200,68.0000,1.799783
FILLER_20_29,VPWR,li1,19.7800,68.0000,1.799840
FILLER_20_22,VPWR,li1,17.0200,68.0000,1.799837
FILLER_20_7,VPWR,li1,10.1200,68.0000,1.799829
FILLER_19_293,VPWR,li1,141.6800,62.5600,1.799266
FILLER_19_281,VPWR,li1,137.5400,62.5600,1.799267
FILLER_19_279,VPWR,li1,134.0900,62.5600,1.799268
FILLER_19_271,VPWR,li1,132.0200,62.5600,1.799269
FILLER_19_252,VPWR,li1,122.8200,62.5600,1.799271
FILLER_19_223,VPWR,li1,108.3300,62.5600,1.799292
FILLER_19_217,VPWR,li1,106.7200,62.5600,1.799292
FILLER_19_205,VPWR,li1,102.5800,62.5600,1.799308
FILLER_19_193,VPWR,li1,97.0600,62.5600,1.799326
FILLER_19_181,VPWR,li1,91.5400,62.5600,1.799345
FILLER_19_169,VPWR,li1,86.0200,62.5600,1.799363
FILLER_19_160,VPWR,li1,80.9600,62.5600,1.799383
FILLER_19_148,VPWR,li1,76.3600,62.5600,1.799404
FILLER_19_113,VPWR,li1,57.9600,62.5600,1.799494
FILLER_19_101,VPWR,li1,52.4400,62.5600,1.799529
FILLER_19_93,VPWR,li1,50.1400,62.5600,1.799548
FILLER_19_57,VPWR,li1,33.1200,62.5600,1.799725
FILLER_19_46,VPWR,li1,26.9100,62.5600,1.799778
FILLER_19_35,VPWR,li1,22.3100,62.5600,1.799853
FILLER_19_9,VPWR,li1,9.8900,62.5600,1.799840
FILLER_19_3,VPWR,li1,8.2800,62.5600,1.799840
FILLER_18_271,VPWR,li1,130.4100,62.5600,1.799269
FILLER_18_265,VPWR,li1,128.8000,62.5600,1.799269
FILLER_18_253,VPWR,li1,124.6600,62.5600,1.799270
FILLER_18_246,VPWR,li1,120.0600,62.5600,1.799271
FILLER_18_234,VPWR,li1,115.9200,62.5600,1.799274
FILLER_18_213,VPWR,li1,103.7300,62.5600,1.799302
FILLER_18_205,VPWR,li1,101.6600,62.5600,1.799308
FILLER_18_195,VPWR,li1,95.4500,62.5600,1.799334
FILLER_18_189,VPWR,li1,93.8400,62.5600,1.799334
FILLER_18_177,VPWR,li1,87.8600,62.5600,1.799356
FILLER_18_165,VPWR,li1,84.1800,62.5600,1.799375
FILLER_18_153,VPWR,li1,78.6600,62.5600,1.799392
FILLER_18_141,VPWR,li1,73.1400,62.5600,1.799413
FILLER_18_137,VPWR,li1,69.2300,62.5600,1.799435
FILLER_18_94,VPWR,li1,50.1400,62.5600,1.799548
FILLER_18_27,VPWR,li1,18.1700,62.5600,1.799848
FILLER_18_21,VPWR,li1,16.5600,62.5600,1.799845
FILLER_18_3,VPWR,li1,7.1300,62.5600,1.799840
FILLER_17_272,VPWR,li1,131.3300,57.1200,1.798801
FILLER_17_264,VPWR,li1,128.8000,57.1200,1.798809
FILLER_17_250,VPWR,li1,120.7500,57.1200,1.798836
FILLER_17_246,VPWR,li1,119.6000,57.1200,1.798836
FILLER_17_225,VPWR,li1,109.2500,57.1200,1.798876
FILLER_17_223,VPWR,li1,108.3300,57.1200,1.798876
FILLER_17_217,VPWR,li1,106.7200,57.1200,1.798886
FILLER_17_182,VPWR,li1,89.7000,57.1200,1.798973
FILLER_17_169,VPWR,li1,84.1800,57.1200,1.799024
FILLER_17_162,VPWR,li1,81.4200,57.1200,1.799043
FILLER_17_150,VPWR,li1,77.2800,57.1200,1.799087
FILLER_17_138,VPWR,li1,71.7600,57.1200,1.799120
FILLER_17_54,VPWR,li1,30.8200,57.1200,1.799576
FILLER_17_21,VPWR,li1,15.4100,57.1200,1.799762
FILLER_17_3,VPWR,li1,7.3600,57.1200,1.799758
FILLER_16_300,VPWR,li1,143.9800,57.1200,1.798783
FILLER_16_265,VPWR,li1,130.1800,57.1200,1.798809
FILLER_16_253,VPWR,li1,124.6600,57.1200,1.798823
FILLER_16_244,VPWR,li1,119.6000,57.1200,1.798836
FILLER_16_221,VPWR,li1,107.8700,57.1200,1.798876
FILLER_16_213,VPWR,li1,105.3400,57.1200,1.798886
FILLER_16_184,VPWR,li1,90.8500,57.1200,1.798973
FILLER_16_153,VPWR,li1,77.2800,57.1200,1.799087
FILLER_16_141,VPWR,li1,73.1400,57.1200,1.799120
FILLER_16_137,VPWR,li1,69.2300,57.1200,1.799142
FILLER_16_125,VPWR,li1,65.7800,57.1200,1.799175
FILLER_16_111,VPWR,li1,57.9600,57.1200,1.799254
FILLER_16_103,VPWR,li1,53.1300,57.1200,1.799315
FILLER_16_97,VPWR,li1,51.5200,57.1200,1.799315
FILLER_16_85,VPWR,li1,47.3800,57.1200,1.799363
FILLER_16_81,VPWR,li1,43.4700,57.1200,1.799410
FILLER_16_73,VPWR,li1,40.9400,57.1200,1.799441
FILLER_16_64,VPWR,li1,35.1900,57.1200,1.799516
FILLER_16_56,VPWR,li1,33.1200,57.1200,1.799545
FILLER_16_27,VPWR,li1,18.1700,57.1200,1.799765
FILLER_16_21,VPWR,li1,16.5600,57.1200,1.799762
FILLER_16_3,VPWR,li1,7.3600,57.1200,1.799758
FILLER_15_288,VPWR,li1,139.3800,51.6800,1.798485
FILLER_15_279,VPWR,li1,134.0900,51.6800,1.798494
FILLER_15_267,VPWR,li1,131.1000,51.6800,1.798501
FILLER_15_258,VPWR,li1,124.4300,51.6800,1.798518
FILLER_15_252,VPWR,li1,122.8200,51.6800,1.798527
FILLER_15_240,VPWR,li1,118.6800,51.6800,1.798533
FILLER_15_225,VPWR,li1,109.2500,51.6800,1.798564
FILLER_15_223,VPWR,li1,108.3300,51.6800,1.798564
FILLER_15_219,VPWR,li1,107.1800,51.6800,1.798573
FILLER_15_175,VPWR,li1,86.2500,51.6800,1.798722
FILLER_15_169,VPWR,li1,84.6400,51.6800,1.798754
FILLER_15_148,VPWR,li1,74.5200,51.6800,1.798858
FILLER_15_136,VPWR,li1,70.8400,51.6800,1.798907
FILLER_15_124,VPWR,li1,65.3200,51.6800,1.798957
FILLER_15_103,VPWR,li1,53.1300,51.6800,1.799144
FILLER_15_91,VPWR,li1,50.1400,51.6800,1.799200
FILLER_15_79,VPWR,li1,44.6200,51.6800,1.799277
FILLER_15_61,VPWR,li1,33.8100,51.6800,1.799514
FILLER_15_57,VPWR,li1,32.6600,51.6800,1.799514
FILLER_15_53,VPWR,li1,30.5900,51.6800,1.799552
FILLER_15_38,VPWR,li1,23.2300,51.6800,1.799709
FILLER_15_34,VPWR,li1,22.0800,51.6800,1.799764
FILLER_15_15,VPWR,li1,13.1100,51.6800,1.799761
FILLER_15_3,VPWR,li1,9.6600,51.6800,1.799761
FILLER_14_298,VPWR,li1,142.8300,51.6800,1.798485
FILLER_14_275,VPWR,li1,132.2500,51.6800,1.798501
FILLER_14_271,VPWR,li1,131.1000,51.6800,1.798501
FILLER_14_265,VPWR,li1,127.6500,51.6800,1.798510
FILLER_14_253,VPWR,li1,124.6600,51.6800,1.798518
FILLER_14_251,VPWR,li1,121.2100,51.6800,1.798527
FILLER_14_247,VPWR,li1,120.0600,51.6800,1.798533
FILLER_14_226,VPWR,li1,109.7100,51.6800,1.798564
FILLER_14_222,VPWR,li1,108.5600,51.6800,1.798564
FILLER_14_141,VPWR,li1,71.0700,51.6800,1.798907
FILLER_14_138,VPWR,li1,69.4600,51.6800,1.798907
FILLER_14_121,VPWR,li1,61.4100,51.6800,1.799022
FILLER_14_115,VPWR,li1,59.8000,51.6800,1.799022
FILLER_14_93,VPWR,li1,48.7600,51.6800,1.799200
FILLER_14_85,VPWR,li1,46.4600,51.6800,1.799243
FILLER_14_83,VPWR,li1,43.9300,51.6800,1.799312
FILLER_14_79,VPWR,li1,42.7800,51.6800,1.799312
FILLER_14_48,VPWR,li1,28.9800,51.6800,1.799594
FILLER_14_37,VPWR,li1,23.2300,51.6800,1.799709
FILLER_14_27,VPWR,li1,18.1700,51.6800,1.799761
FILLER_14_15,VPWR,li1,15.1800,51.6800,1.799761
FILLER_14_3,VPWR,li1,9.6600,51.6800,1.799761
FILLER_13_297,VPWR,li1,142.6000,46.2400,1.798845
FILLER_13_285,VPWR,li1,139.3800,46.2400,1.798845
FILLER_13_268,VPWR,li1,131.5600,46.2400,1.798859
FILLER_13_256,VPWR,li1,126.0400,46.2400,1.798871
FILLER_13_245,VPWR,li1,119.1400,46.2400,1.798888
FILLER_13_203,VPWR,li1,99.8200,46.2400,1.798945
FILLER_13_190,VPWR,li1,94.3000,46.2400,1.798984
FILLER_13_162,VPWR,li1,81.4200,46.2400,1.799058
FILLER_13_113,VPWR,li1,57.9600,46.2400,1.799274
FILLER_13_95,VPWR,li1,49.4500,46.2400,1.799372
FILLER_13_30,VPWR,li1,19.5500,46.2400,1.799799
FILLER_13_26,VPWR,li1,18.4000,46.2400,1.799797
FILLER_13_15,VPWR,li1,12.8800,46.2400,1.799791
FILLER_13_3,VPWR,li1,9.6600,46.2400,1.799791
FILLER_12_293,VPWR,li1,141.6800,46.2400,1.798845
FILLER_12_266,VPWR,li1,128.3400,46.2400,1.798865
FILLER_12_250,VPWR,li1,120.9800,46.2400,1.798883
FILLER_12_242,VPWR,li1,118.6800,46.2400,1.798888
FILLER_12_230,VPWR,li1,114.0800,46.2400,1.798901
FILLER_12_218,VPWR,li1,108.5600,46.2400,1.798916
FILLER_12_195,VPWR,li1,95.4500,46.2400,1.798969
FILLER_12_191,VPWR,li1,94.3000,46.2400,1.798984
FILLER_12_170,VPWR,li1,84.1800,46.2400,1.799038
FILLER_12_155,VPWR,li1,78.2000,46.2400,1.799083
FILLER_12_145,VPWR,li1,72.4500,46.2400,1.799138
FILLER_12_141,VPWR,li1,71.3000,46.2400,1.799138
FILLER_12_137,VPWR,li1,69.2300,46.2400,1.799156
FILLER_12_93,VPWR,li1,49.2200,46.2400,1.799372
FILLER_12_51,VPWR,li1,29.2100,46.2400,1.799702
FILLER_12_45,VPWR,li1,27.6000,46.2400,1.799702
FILLER_12_25,VPWR,li1,17.7100,46.2400,1.799797
FILLER_12_3,VPWR,li1,8.2800,46.2400,1.799791
FILLER_11_296,VPWR,li1,142.3700,40.8000,1.799103
FILLER_11_288,VPWR,li1,139.8400,40.8000,1.799103
FILLER_11_273,VPWR,li1,131.3300,40.8000,1.799117
FILLER_11_249,VPWR,li1,121.9000,40.8000,1.799144
FILLER_11_237,VPWR,li1,117.3000,40.8000,1.799154
FILLER_11_225,VPWR,li1,111.7800,40.8000,1.799170
FILLER_11_223,VPWR,li1,108.3300,40.8000,1.799185
FILLER_11_217,VPWR,li1,106.7200,40.8000,1.799185
FILLER_11_205,VPWR,li1,102.5800,40.8000,1.799197
FILLER_11_193,VPWR,li1,97.0600,40.8000,1.799213
